modality,cluster_id,cluster_size,feature_name,feature_rank,nmf_importance_score,mean_value,std_value,median_value,q1_value,q3_value
acoustic,1,15,speech_dur,5,0.9695937711769784,46.72628873771732,11.687021472536097,44.88417233560092,36.397278911564634,56.98757369614513
acoustic,1,15,f1,6,0.9694627949207817,425.23651666127694,46.222257945943724,417.6545292165031,393.35519766035543,440.40652897643963
acoustic,1,15,total_dur,7,0.7928769437817964,59.218624338624345,14.548028709426431,55.30993197278912,46.422494331065764,71.27945578231292
acoustic,1,15,f2_d_dx_median,8,0.6606251577794622,-7.1159042607322275e-06,3.713540586730563e-05,-4.929152224439045e-06,-2.600547009795922e-05,1.0954142187346284e-05
acoustic,1,15,f0_mean,9,0.5916686287087856,134.8000173050924,29.80903796282311,127.91644678240444,115.0352912659661,159.30195398273435
acoustic,1,15,intensity_CV,10,0.5613611960636565,0.5854894459247589,0.10857201831128621,0.5830492973327637,0.515592634677887,0.6488075256347656
acoustic,2,15,f0_mean,1,1.169781710451937,177.21278598532658,17.261463381272378,181.2262097641684,165.09879612834152,188.10082008094008
acoustic,2,15,f2_d_dx_prc_5_95,2,0.9300508219106819,0.027645257501610954,0.005787977996296572,0.0271277801616059,0.0225417050294844,0.03279103546140065
acoustic,2,15,f2_d_dx_prc_95,3,0.8832966619653255,0.013861650656521646,0.0028055059367628615,0.0138620672738754,0.011309874945700401,0.0157677821313319
acoustic,2,15,f0_std,4,0.8657461521853232,23.17595287591087,6.7685818819128905,22.466456440560272,21.06657880845583,27.400613047756764
acoustic,2,15,f1_d_dx_prc_5_95,5,0.7121428617352838,0.007336584007569847,0.002015037527308954,0.0065311843693745,0.0059646272301694,0.00832269671414965
acoustic,2,15,CPP_mean,6,0.651882787998861,19.131687820682824,1.7750280272334833,18.37280228654177,18.121651310386316,19.89362178422425
acoustic,2,15,f2_bw,7,0.6005881113876312,83.8809101561836,14.737827795044343,81.89193214348602,73.99994637918289,90.75355804305696
acoustic,2,15,cv_phrase_dur,8,0.5559339047694651,2.0710126032005807,0.4721552908284232,2.008998810868519,1.7514066399111836,2.432536749898471
acoustic,2,15,f1_d_dx_prc_95,9,0.5526839939258782,0.003645533070169066,0.0010485197891760831,0.0034584136849156,0.002845114965161,0.0041878951060936
acoustic,2,15,A1P1comp,10,0.5515148250077515,44.22988202237512,10.821478614574588,42.60175785338727,37.436904972317706,48.615898373354725
acoustic,3,16,CPP_F1_comp,1,1.1936216609790813,14.621407352698473,1.6769212137111633,15.208333333333332,14.114285714285714,15.8125
acoustic,3,16,A1P1comp,2,1.143387047404216,53.50090657345753,10.99715430562704,50.094756517260905,45.673846977878455,60.368065982724715
acoustic,3,16,percent_pause,3,1.143207591737939,0.27190203431118143,0.06291809001959692,0.24912139577601916,0.23417160634074946,0.30348739716901907
acoustic,3,16,A1P1,4,1.1319948933767132,50.96663123767685,10.898049988441885,47.74984102589743,43.15681856870651,57.46475414699978
acoustic,3,16,CPP_F2_comp,5,1.0667768576300278,14.11424970314773,1.0596704452360606,14.129186602870814,13.528846153846153,14.6875
acoustic,3,16,f1_d_dx_prc_5,6,0.6420119503926618,-0.0027428811135201503,0.0008143301543585925,-0.0026883038101125504,-0.0033971405133437754,-0.00210674024047365
acoustic,3,16,F1_F2_comp,7,0.6218486863949974,9.209608935472422,1.9850653068055313,9.476190476190476,8.039473684210526,10.230113636363637
acoustic,3,16,mean_pause_dur,8,0.6209581952441638,1.0562326100381323,0.3381312866968799,1.011201382140158,0.8619291819291826,1.19494655004859
acoustic,3,16,total_pause_dur,9,0.5556437358090212,14.70839002267574,5.329804746928481,14.651791383219955,10.5447619047619,16.944761904761908
acoustic,3,16,f2_bw,10,0.41691894840053073,82.56404763962098,10.550316069079367,82.74900515141182,76.64453066769788,87.37799119030434
perceptual,0,34,"30. Reduced Overall Speaking Rate (based on total duration of passage reading, including articulation rate and pauses)",1,1.2356673017875206,1.2647058823529411,1.657102683846971,0.0,0.0,3.0
perceptual,0,34,23. Monopitch and/or Monoloudness (speech lacks natural inflection patterns or loudness variation),2,1.0304134594582455,0.7058823529411765,1.0307223640730592,0.0,0.0,1.0
perceptual,0,34,"24. Excess and Equal Stress (excessive effort/stress placed on most or all syllables, including function words such as 'if' 'the' 'and')",3,0.9256596622964732,0.5588235294117647,0.859569182809418,0.0,0.0,1.0
perceptual,0,34,26. Overall Dysprosody (global estimate of reduced/impaired prosody and stress patterns) ,4,0.8930954492392874,0.7352941176470589,1.0242165824878728,0.0,0.0,1.0
perceptual,0,34,29. Slow Articulation Rate (vowels and/or consonants are prolonged or articulated slowly),5,0.6138201739835287,0.6176470588235294,0.9539298583690821,0.0,0.0,1.75
perceptual,0,34,28. Imprecise Articulation (speech sounds slurred/ distorted) ,6,0.5808992996654061,0.6764705882352942,1.1206218034562159,0.0,0.0,1.0
perceptual,0,34,27. Hypernasality (nasal quality related to excess air escape through velopharyngeal port),7,0.508613685852022,0.5882352941176471,0.9883456351267774,0.0,0.0,1.0
perceptual,0,34,17. Overall Dysphonia (global estimate of voice quality in speech),8,0.3027108118920498,0.6176470588235294,0.9539298583690821,0.0,0.0,1.0
perceptual,0,34,"21. Short Phrases (respiratory capacity is not sufficient for speech, leading to reduced number of words per phrase and/or frequent breaths which interrupt speech)  ",9,0.22243012879968824,0.29411764705882354,0.7988405144695231,0.0,0.0,0.0
perceptual,0,34,13. Strained Voice (excess vocal effort/hyperfunction),10,0.15739028200585878,0.5,0.9293203772845852,0.0,0.0,0.75
perceptual,1,16,19. Loudness Decay (speech becomes increasingly quiet when speaking; typically recovers after taking a breath) ,1,1.3524368386314625,1.4375,0.51234753829798,1.0,1.0,2.0
perceptual,1,16,25. Reduced Stress (overall reduced emphasis/energy in speech),2,1.134426442549071,1.4375,0.6291528696058958,1.5,1.0,2.0
perceptual,1,16,17. Overall Dysphonia (global estimate of voice quality in speech),3,0.6828061257996053,1.875,0.7187952884282609,2.0,1.0,2.0
perceptual,1,16,"21. Short Phrases (respiratory capacity is not sufficient for speech, leading to reduced number of words per phrase and/or frequent breaths which interrupt speech)  ",4,0.6806653027191762,1.0,0.8944271909999159,1.0,0.0,1.25
perceptual,1,16,"20. Reduced Loudness (overall speaking voice is unusually soft, quiet)",5,0.6684264433256023,1.625,0.8850612031567836,2.0,1.0,2.0
perceptual,1,16,26. Overall Dysprosody (global estimate of reduced/impaired prosody and stress patterns) ,6,0.6362033211672882,1.625,0.6191391873668903,2.0,1.0,2.0
perceptual,1,16,13. Strained Voice (excess vocal effort/hyperfunction),7,0.5704092560928223,1.6875,1.3022416570411703,2.0,0.75,3.0
perceptual,1,16,23. Monopitch and/or Monoloudness (speech lacks natural inflection patterns or loudness variation),8,0.4784752839538379,1.4375,0.8139410298049853,1.0,1.0,2.0
perceptual,1,16,27. Hypernasality (nasal quality related to excess air escape through velopharyngeal port),9,0.4731248382047573,1.8125,1.3275918047351754,2.0,0.75,3.0
perceptual,1,16,28. Imprecise Articulation (speech sounds slurred/ distorted) ,10,0.3937455192429838,1.6875,0.9464847243000456,2.0,1.0,2.0
perceptual,2,15,"30. Reduced Overall Speaking Rate (based on total duration of passage reading, including articulation rate and pauses)",1,2.0751587310452106,2.2,1.082325538564332,2.0,1.5,3.0
perceptual,2,15,29. Slow Articulation Rate (vowels and/or consonants are prolonged or articulated slowly),2,1.3094329846860906,1.1333333333333333,0.9154754164341269,1.0,0.0,2.0
perceptual,2,15,25. Reduced Stress (overall reduced emphasis/energy in speech),3,0.7465251396728216,0.4666666666666667,0.6399404734221845,0.0,0.0,1.0
perceptual,2,15,27. Hypernasality (nasal quality related to excess air escape through velopharyngeal port),4,0.7409902120197286,0.6666666666666666,0.8997354108424374,0.0,0.0,1.0
perceptual,2,15,28. Imprecise Articulation (speech sounds slurred/ distorted) ,5,0.5594848570462126,0.5333333333333333,0.7432233529572067,0.0,0.0,1.0
perceptual,2,15,26. Overall Dysprosody (global estimate of reduced/impaired prosody and stress patterns) ,6,0.2761947604474683,0.4,0.50709255283711,0.0,0.0,1.0
perceptual,3,11,17. Overall Dysphonia (global estimate of voice quality in speech),1,1.7444186148472278,1.4545454545454546,0.6875516509523286,1.0,1.0,2.0
perceptual,3,11,13. Strained Voice (excess vocal effort/hyperfunction),2,1.0138929071199794,0.9090909090909091,0.8312094145936334,1.0,0.5,1.0
perceptual,3,11,"20. Reduced Loudness (overall speaking voice is unusually soft, quiet)",3,0.45236513125604466,0.45454545454545453,0.6875516509523286,0.0,0.0,1.0
perceptual,3,11,29. Slow Articulation Rate (vowels and/or consonants are prolonged or articulated slowly),4,0.27762270135183204,0.8181818181818182,0.9816498172140427,1.0,0.0,1.0
